DATE,INDCPIALLMINMEI,inflationrate
01/05/1975,5.499492957,11.19293078
01/06/1975,5.517703199,8.992805756
01/07/1975,5.452146329,4.175365345
01/08/1975,5.401157653,0
01/09/1975,5.368379218,-4.471808166
01/10/1975,5.317390541,-5.623787977
01/11/1975,5.2991803,-4.839764552
01/12/1975,5.14621427,-6.175298804
01/01/1976,5.015100531,-8.565737052
01/02/1976,4.880344743,-10.72618255
01/03/1976,4.811145825,-10.9238031
01/04/1976,4.862134502,-10.5227882
01/05/1976,4.880344743,-11.25827815
01/06/1976,4.894912937,-11.28712871
01/07/1976,4.996890289,-8.350033401
01/08/1976,5.015100531,-7.147673635
01/09/1976,5.080657401,-5.359565807
01/10/1976,5.113435836,-3.835616438
01/11/1976,5.14621427,-2.886597938
01/12/1976,5.14621427,0
01/01/1977,5.164424512,2.977487292
01/02/1977,5.215413188,6.865671642
01/03/1977,5.248191623,9.084027252
01/04/1977,5.266401865,8.314606742
01/05/1977,5.350168976,9.626865672
01/06/1977,5.382947411,9.970238094
01/07/1977,5.466714522,9.402332362
01/08/1977,5.499492957,9.658678286
01/09/1977,5.568691875,9.605734766
01/10/1977,5.550481633,8.547008547
01/11/1977,5.550481633,7.855626327
01/12/1977,5.550481633,7.855626327
01/01/1978,5.466714522,5.853314528
01/02/1978,5.382947411,3.212290502
01/03/1978,5.401157653,2.91464261
01/04/1978,5.415725846,2.835408022
01/05/1978,5.433936087,1.565690946
01/06/1978,5.499492957,2.165087957
01/07/1978,5.550481633,1.532311792
01/08/1978,5.568691875,1.258278146
01/09/1978,5.652458986,1.504251145
01/10/1978,5.721657904,3.083989501
01/11/1978,5.721657904,3.083989501
01/12/1978,5.634248745,1.509186352
01/01/1979,5.586902117,2.19853431
01/02/1979,5.53591344,2.841677944
01/03/1979,5.586902117,3.438975051
01/04/1979,5.670669228,4.707464694
01/05/1979,5.703447663,4.959785523
01/06/1979,5.805425016,5.562913907
01/07/1979,5.940180803,7.020997376
01/08/1979,6.056726349,8.763897973
01/09/1979,6.107715026,8.054123711
01/10/1979,6.140493461,7.320178231
01/11/1979,6.191482137,8.211330363
01/12/1979,6.29345949,11.70006464
01/01/1980,6.242470814,11.73402868
01/02/1980,6.20605033,12.10526316
01/03/1980,6.275249248,12.32073012
01/04/1980,6.308027683,11.23956326
01/05/1980,6.428215278,12.70753512
01/06/1980,6.493772147,11.85696361
01/07/1980,6.628527935,11.58798283
01/08/1980,6.679516611,10.28262177
01/09/1980,6.763283723,10.73345259
01/10/1980,6.828840592,11.20996441
01/11/1980,6.912607704,11.64705882
01/12/1980,6.865261076,9.085648149
01/01/1981,6.912607704,10.73512252
01/02/1981,7.032795298,13.32159624
01/03/1981,7.065573733,12.59431225
01/04/1981,7.182119279,13.85681293
01/05/1981,7.284096632,13.31444759
01/06/1981,7.386073985,13.74088615
01/07/1981,7.520829772,13.46153846
01/08/1981,7.637375319,14.34023991
01/09/1981,7.670153753,13.40872375
01/10/1981,7.739352671,13.33333333
01/11/1981,7.772131106,12.4341412
01/12/1981,7.739352671,12.73209549
01/01/1982,7.72114243,11.69652266
01/02/1982,7.706574237,9.580528224
01/03/1982,7.688363995,8.81443299
01/04/1982,7.72114243,7.505070993
01/05/1982,7.772131106,6.7
01/06/1982,7.906886894,7.051282051
01/07/1982,8.041642682,6.924939468
01/08/1982,8.209176904,7.486886028
01/09/1982,8.227387146,7.264957265
01/10/1982,8.260165581,6.729411764
01/11/1982,8.343932692,7.357075914
01/12/1982,8.362142933,8.047058823
01/01/1983,8.32572245,7.830188679
01/02/1983,8.41313161,9.168241966
01/03/1983,8.445910045,9.853150166
01/04/1983,8.547887398,10.70754717
01/05/1983,8.766410296,12.79287723
01/06/1983,8.966722954,13.40396131
01/07/1983,9.101478742,13.17934783
01/08/1983,9.236234529,12.51109139
01/09/1983,9.32000164,13.28021248
01/10/1983,9.38555851,13.62433862
01/11/1983,9.436547187,13.09471846
01/12/1983,9.403768752,12.45644599
01/01/1984,9.47296767,13.77952756
01/02/1984,9.436547187,12.16450216
01/03/1984,9.38555851,11.12548512
01/04/1984,9.403768752,10.01278228
01/05/1984,9.454757428,7.852098048
01/06/1984,9.655070086,7.676685621
01/07/1984,9.84081455,8.1232493
01/08/1984,9.859024791,6.742902208
01/09/1984,9.910013468,6.33059789
01/10/1984,9.961002144,6.131160264
01/11/1984,10.00834877,6.059436511
01/12/1984,9.891803226,5.189775368
01/01/1985,9.891803226,4.421376394
01/02/1985,9.84081455,4.284060209
01/03/1985,9.859024791,5.044625533
01/04/1985,9.993780579,6.274206042
01/05/1985,10.09211588,6.741140216
01/06/1985,10.19409324,5.582798944
01/07/1985,10.34705927,5.144337528
01/08/1985,10.39804794,5.467306982
01/09/1985,10.41261614,5.071664829
01/10/1985,10.51459349,5.557586837
01/11/1985,10.5983606,5.895196506
01/12/1985,10.5983606,7.142857143
